ticket_id,customer_id,ticket_date,issue_category,priority,resolution_hours,ticket_status,customer_satisfaction
TICK0000373,CUST00148,2026-07-26,Billing,Medium,71,Resolved,1
TICK0000374,CUST00148,2026-09-11,Technical Issue,Medium,55,Resolved,5
TICK0000375,CUST00149,2025-06-23,Bug Report,Medium,21,Open,4
TICK0000376,CUST00149,2025-08-20,Integration,High,29,Resolved,3
TICK0000377,CUST00149,2025-05-29,Billing,Low,106,Resolved,5
TICK0000378,CUST00150,2026-03-17,Feature Request,Medium,44,Resolved,4
TICK0000379,CUST00150,2026-01-10,How-To Question,Medium,75,Resolved,3
TICK0000380,CUST00150,2025-11-01,Performance,High,17,Resolved,3
TICK0000381,CUST00150,2025-11-24,Feature Request,Medium,37,Resolved,2
TICK0000382,CUST00150,2026-04-13,Feature Request,Low,58,Resolved,4
TICK0000383,CUST00152,2025-04-28,Bug Report,Low,83,Resolved,4
TICK0000384,CUST00153,2025-09-05,Performance,Medium,43,Resolved,4
TICK0000385,CUST00154,2025-10-09,Feature Request,Low,85,Resolved,4
TICK0000386,CUST00154,2024-12-26,Performance,Medium,49,Resolved,5
TICK0000387,CUST00154,2026-05-06,Feature Request,Low,101,Resolved,4
TICK0000388,CUST00154,2025-07-12,Feature Request,Medium,52,Pending,4
TICK0000389,CUST00154,2026-07-10,Billing,Low,127,Resolved,1
TICK0000390,CUST00154,2025-11-20,Billing,High,23,Resolved,4
TICK0000391,CUST00154,2025-11-04,Billing,Low,86,Resolved,5
TICK0000392,CUST00154,2025-08-25,How-To Question,Medium,36,Resolved,3
TICK0000393,CUST00154,2025-11-01,Feature Request,Medium,30,Resolved,4
TICK0000394,CUST00154,2026-05-13,Billing,Medium,23,Resolved,4
TICK0000395,CUST00155,2026-03-18,how-to question,High,38,Resolved,4
TICK0000396,CUST00156,2026-09-15,Account Access,Low,26,Pending,4
TICK0000397,CUST00157,07/22/2026,Technical Issue,Low,123,Resolved,4
TICK0000398,CUST00157,2026-08-15,Bug Report,Medium,22,Resolved,4
TICK0000399,CUST00157,07/11/2026,Integration,Medium,50,Resolved,4
TICK0000400,CUST00157,2025-05-08,Performance,Medium,8,Resolved,5
TICK0000401,CUST00158,2026-04-16,Feature Request,Low,31,Resolved,3
TICK0000402,CUST00158,2025-08-08,Feature Request,High,23,Pending,5
TICK0000403,CUST00158,2025-02-28,Feature Request,Low,68,Pending,4
TICK0000404,CUST00159,2026-02-01,Integration,High,41,Resolved,3
TICK0000405,CUST00159,2026-03-24,Integration,High,30,Resolved,2
TICK0000406,CUST00159,2026-04-15,Performance,Low,32,Resolved,2
TICK0000407,CUST00159,2026-01-27,Integration,Urgent,6,Resolved,3
TICK0000408,CUST00159,2026-03-08,Bug Report,Low,91,Resolved,2
TICK0000409,CUST00159,2026-03-07,Performance,Low,82,Resolved,1
TICK0000410,CUST00161,2025-03-31,Performance,Medium,81,Resolved,5
TICK0000411,CUST00161,2025-11-26,Integration,Medium,19,Resolved,5
TICK0000412,CUST00163,2025-11-12,Bug Report,Medium,79,Resolved,2
TICK0000413,CUST00163,2025-11-12,Bug Report,Low,103,Resolved,2
TICK0000414,CUST00163,2026-01-09,Integration,Low,148,Resolved,1
TICK0000415,CUST00163,2026-05-07,Technical Issue,High,100,Resolved,2
TICK0000416,CUST00163,2025-11-21,Bug Report,Low,142,Resolved,3
TICK0000417,CUST00163,2026-09-04,Bug Report,Medium,36,Resolved,1
TICK0000418,CUST00163,2026-09-22,Technical Issue,Low,112,Resolved,5
TICK0000419,CUST00163,2025-11-05,Technical Issue,Medium,80,Resolved,1
TICK0000420,CUST00164,2025-09-19,Bug Report,Medium,42,Resolved,4
TICK0000421,CUST00164,2026-07-20,Feature Request,Medium,75,Pending,1
TICK0000422,CUST00164,2024-12-06,Account Access,Low,87,Resolved,4
TICK0000423,CUST00164,2025-05-31,Technical Issue,Low,39,Resolved,5
TICK0000424,CUST00165,2025-08-27,Feature Request,Medium,36,Resolved,5
TICK0000425,CUST00165,2024-11-24,How-To Question,Low,90,Pending,5
TICK0000426,CUST00165,2025-12-10,How-To Question,High,44,Resolved,1
TICK0000427,CUST00165,2025-08-16,Feature Request,Low,12,Resolved,2
TICK0000428,CUST00166,2026-07-24,Technical Issue,Low,97,Resolved,2
TICK0000429,CUST00166 ,2026-07-08,technical issue,Low,147,Resolved,3
TICK0000430,CUST00166,2026-08-11,Account Access,Medium,74,Resolved,
TICK0000431,CUST00166,2026-08-09,Bug Report,High,39,Pending,1
TICK0000432,CUST00166,2026-05-01,Technical Issue,Low,80,Resolved,4
TICK0000433,CUST00169,2024-10-29,account access,Low,133,Resolved,2
TICK0000434,CUST00169,2025-01-13,Integration,Medium,100,Resolved,1
TICK0000435,CUST00169,2024-09-13,Account Access,Low,91,Resolved,1
TICK0000436,CUST00170,2026-08-07,Feature Request,Low,45,Pending,5
TICK0000437,CUST00171,2025-12-27,How-To Question,Medium,31,Resolved,4
TICK0000438,CUST00171,2026-06-21,Feature Request,Low,86,Resolved,4
TICK0000439,CUST00171,2026-03-30,Account Access,Low,55,Pending,3
TICK0000440,CUST00171,2025-05-01,FEATURE REQUEST,High,19,Resolved,1
TICK0000441,CUST00172,2026-02-12,Account Access,Low,58,Resolved,4
TICK0000442,CUST00172,2025-08-16,Feature Request,Low,47,Resolved,4
TICK0000443,CUST00172,2025-09-25,Account Access,MEDIUM,21,Resolved,3
TICK0000444,CUST00173,2025-12-10,How-To Question,Low,39,Resolved,3
TICK0000445,CUST00173,2025-02-01,Billing,Medium,35,Pending,4
TICK0000446,CUST00174,2026-06-27,Bug Report,Low,81,Resolved,4
TICK0000447,CUST00174,2026-09-20,How-To Question,Medium,73,Resolved,5
TICK0000448,CUST00176,2026-05-10,Technical Issue,Low,46,Resolved,5
TICK0000449,CUST00177,2026-06-17,Performance,Low,118,Resolved,5
TICK0000450,CUST00177,2026-02-15,Bug Report,Low,86,Resolved,4
TICK0000451,CUST00178,2025-08-13,Account Access,Medium,62,Resolved,5
TICK0000452,CUST00178,2026-04-26,How-To Question,Medium,62,Resolved,5
TICK0000453,CUST00178,2025-05-22,How-To Question,High,30,Resolved,5
TICK0000454,CUST00179,2025-09-06,Integration,Medium,48,Resolved,4
TICK0000455,CUST00180,2025-08-11,Billing,Medium,48,Resolved,5
TICK0000456,CUST00180,2025-12-09,Technical Issue,Low,84,Resolved,4
TICK0000457,CUST00181,2026-02-19,Account Access,Medium,53,Resolved,4
TICK0000458,CUST00185,2026-02-28,Billing,Low,96,Resolved,1
TICK0000459,CUST00185,2026-08-24,Performance,Medium,40,Resolved,4
TICK0000460,CUST00185,2025-02-17,INTEGRATION,High,15,Resolved,4
TICK0000461,CUST00185,2026-09-02,How-To Question,Medium,33,Resolved,3
TICK0000462,CUST00185,2025-06-29,Performance,Low,69,Resolved,5
TICK0000463,CUST00186,2026-08-06,Feature Request,Low,117,Resolved,3
TICK0000464,CUST00186,2026-08-22,Bug Report,Medium,51,Resolved,4
TICK0000465,CUST00186,2026-08-09,Bug Report,Low,70,Resolved,4
TICK0000466,CUST00186,2026-07-17,Technical Issue,High,9,Resolved,5
TICK0000467,CUST00187,2026-07-11,How-To Question,Low,48,Resolved,5
TICK0000468,CUST00188,2026-06-30,Integration,Medium,12,Resolved,5
TICK0000469,CUST00188,2025-11-11,Performance,Low,86,Resolved,5
TICK0000470,CUST00188,2026-07-17,Bug Report,Medium,31,Resolved,4
TICK0000471,CUST00188,2025-03-05,Bug Report,Low,103,Resolved,4
TICK0000472,CUST00188,2025-03-25,Account Access,High,52,Resolved,3
TICK0000473,CUST00188,2026-02-22,Billing,Medium,55,Resolved,5
TICK0000474,CUST00189,2025-07-06,How-To Question,Low,63,Resolved,5
TICK0000475,CUST00190,2025-01-31,Technical Issue,Low,55,Resolved,4
TICK0000476,CUST00191,2026-04-25,Integration,High,21,Resolved,5
TICK0000477,CUST00192,2026-07-31,Feature Request,Medium,41,Resolved,4
TICK0000478,CUST00192,2026-01-24,Billing,Urgent,12,Open,4
TICK0000479,CUST00193,2026-06-14,performance,Medium,71,Pending,4
TICK0000480,CUST00193,2026-07-17,Integration,Medium,58,Resolved,4
TICK0000481,CUST00193,2026-08-24,How-To Question,Low,35,Resolved,5
TICK0000482,CUST00193,09/11/2026,Technical Issue,Medium,8,Resolved,5
TICK0000483,CUST00193,2026-06-16,Account Access,Low,86,Resolved,4
TICK0000484,CUST00195,2025-09-08,Feature Request,Low,54,Resolved,2
TICK0000485,CUST00195,2026-06-24,Billing,Medium,81,Resolved,4
TICK0000486,CUST00197,2026-02-14,Performance,Low,74,Resolved,4
TICK0000487,CUST00198,2026-05-13,Feature Request,Medium,46,Resolved,3
TICK0000488,CUST00198,2025-10-01,Feature Request,Medium,46,Resolved,4
TICK0000489,CUST00199,2026-02-16,Account Access,Low,72,Resolved,2
TICK0000490,CUST00200,2026-09-01,Account Access,Low,72,Resolved,5
TICK0000491,CUST00200,2026-07-29,Account Access,Low,73,Resolved,5
TICK0000492,CUST00201,2026-05-10,Performance,Medium,80,Resolved,3
TICK0000493,CUST00201,2025-06-07,Performance,Low,61,Resolved,
TICK0000494,CUST00201,2025-08-12,Feature Request,Low,91,Resolved,4
TICK0000495,CUST00202,2025-01-29,Performance,Medium,45,Resolved,5
TICK0000496,CUST00203,2025-04-11,Performance,Medium,77,Resolved,1
TICK0000497,CUST00203,2024-02-17,Integration,Medium,112,Resolved,2
TICK0000498,CUST00203,2025-02-28,Technical Issue,Medium,66,Resolved,2
TICK0000499,CUST00203,2024-11-05,Integration,Medium,36,Open,1
TICK0000500,CUST00203,2024-09-01,Account Access,low,55,Resolved,2
TICK0000501,CUST00203,2024-02-07,Performance,Low,61,Resolved,1
TICK0000502,CUST00203,2024-02-03,Technical Issue,Low,174,Resolved,2
TICK0000503,CUST00204,2025-12-20,Technical Issue,Medium,38,Resolved,2
TICK0000504,CUST00204,2026-07-24,Performance,Medium,71,Resolved,5
TICK0000505,CUST00205,2025-05-24,Integration,Medium,24,Resolved,5
TICK0000506,CUST00205,2026-04-22,How-To Question,Medium,26,Resolved,5
TICK0000507,CUST00205,2025-02-26,Bug Report,Low,20,Resolved,4
TICK0000508,CUST00206,2024-12-19,Performance,Low,69,Resolved,5
TICK0000509,CUST00206,2024-06-19,How-To Question,Low,102,Resolved,3
TICK0000510,CUST00206,2025-04-22,How-To Question,Medium,38,Resolved,3
TICK0000511,CUST00206,2025-11-07,Feature Request,Urgent,8,Resolved,4
TICK0000512,CUST00206,2025-07-09,How-To Question,Medium,49,Resolved,4
TICK0000513,CUST00207,2026-04-03,Performance,Low,46,Resolved,4
TICK0000514,CUST00207,2025-11-07,Billing,High,42,Resolved,3
TICK0000515,CUST00207,2025-05-10,Bug Report,Low,88,Resolved,4
TICK0000516,CUST00207,2026-07-10,Bug Report,High,12,Resolved,4
TICK0000517,CUST00207,2026-09-23,Performance,Medium,9,Resolved,4
TICK0000518,CUST00207,2026-07-01,Technical Issue,Low,71,Resolved,5
TICK0000519,CUST00208,2026-08-26,How-To Question,Low,112,Resolved,5
TICK0000520,CUST00208,2026-06-25,Feature Request,Low,56,Resolved,3
TICK0000521,CUST00208,2026-09-20,How-To Question,Medium,31,Pending,5
TICK0000522,CUST00209,2024-06-10,Performance,Medium,45,Resolved,5
TICK0000523,CUST00210,2025-06-28,performance,Medium,42,Resolved,4
TICK0000524,CUST00210,2025-10-29,Account Access,Medium,36,Resolved,4
TICK0000525,CUST00210,2026-04-09,Bug Report,Medium,70,Resolved,5
TICK0000526,CUST00211,2025-12-24,Feature Request,Medium,33,Resolved,5
TICK0000527,CUST00211,2025-11-21,Feature Request,Low,97,Resolved,3
TICK0000528,CUST00211,2025-08-31,How-To Question,Low,75,Resolved,3
TICK0000529,CUST00211,2025-08-14,Account Access,Medium,46,Resolved,5
TICK0000530,CUST00211,2026-01-13,Account Access,Low,12,Resolved,2
TICK0000531,CUST00212,2026-08-02,Performance,Medium,59,Resolved,3
TICK0000532,CUST00213,2026-04-26,Feature Request,Medium,45,Resolved,3
TICK0000533,CUST00213,2025-06-03,Billing,Low,83,Resolved,4
TICK0000534,CUST00213,2025-06-05,Technical Issue,Low,12,Resolved,4
TICK0000535,CUST00214,2026-01-01,Account Access,Low,115,Resolved,5
TICK0000536,CUST00215,2025-10-30,INTEGRATION,Medium,110,Resolved,1
TICK0000537,CUST00215,2025-07-03,Integration,Low,130,Resolved,2
TICK0000538,CUST00215,2023-12-12,Integration,Low,87,Resolved,2
TICK0000539,CUST00215,2026-06-06,Technical Issue,Low,84,Resolved,1
TICK0000540,CUST00215,2024-08-16,Bug Report,Urgent,20,Resolved,1
TICK0000541,CUST00215,2026-06-23,Account Access,Medium,86,Resolved,2
TICK0000542,CUST00215,2026-06-07,Account Access,Low,236,Resolved,3
TICK0000543,CUST00215,2023-12-24,Bug Report,High,5,Resolved,4
TICK0000544,CUST00216,2025-12-09,Account Access,Low,55,Resolved,3
TICK0000545,CUST00216,2026-04-14,Technical Issue,Low,136,Resolved,2
TICK0000546,CUST00216,2025-10-24,Technical Issue,Medium,63,Resolved,3
TICK0000547,CUST00216,2026-07-30,Technical Issue,Medium,88,Resolved,4
TICK0000548,CUST00218,2025-12-08,Feature Request,Medium,58,Resolved,5
TICK0000549,CUST00218,2024-09-24,Account Access,Low,27,Resolved,4
TICK0000550,CUST00219,2024-01-13,How-To Question,Low,92,Resolved,2
TICK0000551,CUST00219,2025-09-13,Billing,Medium,58,Open,4
TICK0000552,CUST00220,2025-03-02,Bug Report,Low,138,Resolved,2
TICK0000553,CUST00220,2026-04-01,Integration,Medium,107,Pending,1
TICK0000554,CUST00220,2026-07-02,Account Access,Medium,81,Resolved,1
TICK0000555,CUST00220,2025-09-01,Integration,Low,167,Pending,1
TICK0000556,CUST00220,2026-01-10,Performance,Medium,76,Resolved,2
TICK0000557,CUST00220,2026-01-22,Technical Issue,Medium,40,Resolved,1
TICK0000558,CUST00221,2026-06-18,Account Access,Low,88,Resolved,5
TICK0000559,CUST00221,2026-04-18,How-To Question,High,9,Resolved,3
TICK0000560,CUST00221,2026-06-03,Performance,High,13,Resolved,3
TICK0000561,CUST00221,2026-06-14,Billing,Medium,25,Resolved,4
TICK0000562,CUST00222,2026-05-28,How-To Question,Medium,35,Resolved,3
TICK0000563,CUST00223,2024-05-22,Bug Report,Medium,74,Resolved,4
TICK0000564,CUST00223,2024-04-21,Technical Issue,Medium,78,Resolved,4
TICK0000565,CUST00223,2023-12-30,performance,High,16,Resolved,4
TICK0000566,CUST00224,2026-02-04,Account Access,Low,113,Resolved,1
TICK0000567,CUST00224,2026-01-03,Integration,Medium,41,Resolved,3
TICK0000568,CUST00225,2026-09-14,How-To Question,Medium,54,Resolved,5
TICK0000569,CUST00226,2026-08-25,How-To Question,Medium,85,Resolved,2
TICK0000570,CUST00227,2026-04-17,Bug Report,Medium,57,Resolved,5
TICK0000571,CUST00227,2026-08-14,Bug Report,Medium,34,Open,5
TICK0000572,CUST00228,2026-09-06,How-To Question,Low,62,Resolved,2
TICK0000573,CUST00229,2026-07-29,Integration,Medium,123,Resolved,2
TICK0000574,CUST00229,2026-07-13,Performance,High,44,Resolved,3
TICK0000575,CUST00229,2026-08-01,Account Access,Medium,136,Resolved,2
TICK0000576,CUST00229,2026-01-08,Account Access,Low,146,Resolved,2
TICK0000577,CUST00229,2026-03-25,Integration,Low,62,Resolved,5
TICK0000578,CUST00230,2025-06-28,Account Access,Low,27,Resolved,5
TICK0000579,CUST00230,2025-07-29,Feature Request,Low,49,Resolved,4
TICK0000580,CUST00230,2026-01-04,Billing,Medium,20,Resolved,5
TICK0000581,CUST00230,2026-08-07,Billing,Low,12,Resolved,4
TICK0000582,CUST00231,2026-02-15,Performance,Low,50,Resolved,1
TICK0000583,CUST00232,2025-12-14,Performance,Medium,25,Resolved,3
TICK0000584,CUST00232,2026-02-19,How-To Question,Medium,13,Resolved,5
TICK0000585,CUST00232,2026-07-04,Integration,Medium,38,Resolved,4
TICK0000586,CUST00232,2026-06-30,Technical Issue,Medium,65,Resolved,5
TICK0000587,CUST00233,2026-09-21,Bug Report,High,28,Resolved,3
TICK0000588,CUST00233,2026-07-24,technical issue,Medium,59,Resolved,2
TICK0000589,CUST00233,2024-11-16,Technical Issue,Low,216,Resolved,3
TICK0000590,CUST00233,2025-02-04,Account Access,Medium,101,Pending,3
TICK0000591,CUST00233,2025-11-01,Integration,Low,67,Resolved,1
TICK0000592,CUST00234,2025-11-22,Technical Issue,High,15,Resolved,2
TICK0000593,CUST00234,2026-03-13,Bug Report,Low,94,Pending,3
TICK0000594,CUST00234,2025-11-22,Performance,Low,45,Resolved,1
TICK0000595,CUST00234,2026-01-08,Account Access,Low,49,Resolved,2
TICK0000596,CUST00235,2026-08-27,Technical Issue,Low,45,Resolved,5
TICK0000597,CUST00235,2026-07-03,Account Access,Low,12,Resolved,3
TICK0000598,CUST00235,2025-10-18,Billing,Low,131,Resolved,5
TICK0000599,CUST00235,2026-08-14,Bug Report,Low,41,Resolved,4
TICK0000600,CUST00236,2026-05-18,Integration,Low,50,Resolved,2
TICK0000601,CUST00236,2026-04-16,Integration,Medium,44,Resolved,1
TICK0000602,CUST00236,2026-07-23,Technical Issue,Low,77,Resolved,3
TICK0000603,CUST00237,2025-09-26,Bug Report,Medium,97,Resolved,2
TICK0000604,CUST00237,2024-07-29,Performance,High,9,Resolved,2
TICK0000605,CUST00238,2026-04-03,Integration,Medium,67,Resolved,5
TICK0000606,CUST00238,2026-06-02,Account Access,Medium,28,Resolved,5
TICK0000607,CUST00238,2026-07-02,Performance,Medium,82,Resolved,5
TICK0000608,CUST00238,2026-05-09,Feature Request,Low,125,Resolved,4
TICK0000609,CUST00239,2026-08-14,Performance,Low,22,Resolved,3
TICK0000610,CUST00239,2026-04-27,How-To Question,High,6,Resolved,4
TICK0000611,CUST00239,2025-10-08,Performance,Medium,64,Resolved,3
TICK0000612,CUST00239,2025-07-13,How-To Question,High,15,Resolved,2
TICK0000613,CUST00239,2026-03-17,Performance,Urgent,9,Resolved,5
TICK0000614,CUST00240,2025-01-16,Performance,High,66,Resolved,3
TICK0000615,CUST00241,2026-02-22,Bug Report,Low,45,Resolved,5
TICK0000616,CUST00242,2026-04-08,Performance,Medium,67,Resolved,2
TICK0000617,CUST00242,2025-12-30,Billing,High,23,Resolved,5
TICK0000618,CUST00242,2026-01-20,Account Access,Low,91,Resolved,5
TICK0000619,CUST00242,2026-08-16,Account Access,Low,89,Resolved,5
TICK0000620,CUST00242,2026-02-12,Performance,High,25,Resolved,3
TICK0000621,CUST00243,2025-06-06,Feature Request,Medium,80,Resolved,4
TICK0000622,CUST00245,2025-10-17,Account Access,Low,50,Resolved,5
TICK0000623,CUST00245,2026-02-13,Billing,Medium,34,Resolved,5
TICK0000624,CUST00245,2026-02-27,Billing,Low,122,Open,2
TICK0000625,CUST00246,2026-05-10,Integration,Low,86,Resolved,4
TICK0000626,CUST00246,2025-11-07,Bug Report,Low,89,Resolved,4
TICK0000627,CUST00247,2025-06-02,Feature Request,Low,108,Resolved,4
TICK0000628,CUST00247,2025-08-03,Feature Request,Medium,26,Resolved,2
TICK0000629,CUST00247,2024-07-25,How-To Question,Low,88,Resolved,2
TICK0000630,CUST00247,2026-06-02,Billing,Medium,76,Open,3
TICK0000631,CUST00247,2024-12-20,Performance,MEDIUM,61,Resolved,4
TICK0000632,CUST00248,2025-07-13,How-To Question,Medium,52,Resolved,4
TICK0000633,CUST00248,2025-08-17,How-To Question,Low,62,Resolved,4
TICK0000634,CUST00249,2024-07-30,Feature Request,Medium,65,Resolved,3
TICK0000635,CUST00250,2025-07-02,Performance,Medium,27,Resolved,5
TICK0000636,CUST00250,2026-02-05,Integration,Low,12,Resolved,3
TICK0000637,CUST00250,2026-06-04,How-To Question,Low,87,Resolved,4
TICK0000638,CUST00251,2025-05-15,Integration,Medium,56,Resolved,4
TICK0000639,CUST00252,04/06/2026,How-To Question,Medium,68,Resolved,3
TICK0000640,CUST00252,2026-06-11,Account Access,Low,79,Pending,3
TICK0000641,CUST00252,2026-07-08,Feature Request,Low,77,Open,2
TICK0000642,CUST00253,2025-03-02,Integration,Medium,22,Resolved,3
TICK0000643,CUST00254,2026-01-26,Account Access,Medium,132,Resolved,1
TICK0000644,CUST00254,2026-09-03,Performance,High,62,Resolved,1
TICK0000645,CUST00254,2025-04-21,Integration,Medium,33,Resolved,3
TICK0000646,CUST00255,2026-06-27,How-To Question,Low,41,Resolved,4
TICK0000647,CUST00255,2026-08-27,Integration,Medium,53,Resolved,3
TICK0000648,CUST00256,2026-07-24,Technical Issue,Low,62,Resolved,4
TICK0000649,CUST00256,2026-09-03,Technical Issue,Medium,51,Resolved,4
TICK0000650,CUST00256,2026-08-31,Feature Request,Medium,67,Resolved,4
TICK0000651,CUST00257,2026-02-15,Technical Issue,Low,100,Resolved,4
TICK0000652,CUST00257,2025-03-26,Technical Issue,High,4,Resolved,5
TICK0000653,CUST00258,2025-12-05,how-to question,Low,84,Resolved,2
TICK0000654,CUST00259,2026-01-08,How-To Question,Low,38,Resolved,4
TICK0000655,CUST00260,2025-10-14,Account Access,Low,77,Resolved,3
TICK0000656,CUST00260,2025-08-17,Bug Report,Low,66,Resolved,3
TICK0000657,CUST00260,2024-10-29,Technical Issue,Medium,43,Resolved,4
TICK0000658,CUST00261,2024-12-05,Account Access,Medium,11,Resolved,5
TICK0000659,CUST00261,2024-10-27,Technical Issue,Medium,22,Resolved,5
TICK0000660,CUST00262,2026-08-05,Performance,Medium,65,Resolved,3
TICK0000661,CUST00262,2026-05-09,Feature Request,Low,70,Resolved,5
TICK0000662,CUST00262,2026-09-13,Feature Request,Medium,79,Resolved,3
TICK0000663,CUST00262,2026-07-01,How-To Question,Low,17,Resolved,3
TICK0000664,CUST00263,2026-06-24,Account Access,Low,52,Resolved,5
TICK0000665,CUST00263,2026-07-11,Feature Request,Medium,59,Resolved,1
TICK0000666,CUST00263,2026-08-07,Feature Request,High,5,Resolved,4
TICK0000667,CUST00263,2026-06-12,Feature Request,High,25,Resolved,5
TICK0000668,CUST00263,2026-07-03,How-To Question,Medium,49,Resolved,4
TICK0000669,CUST00264,2024-01-21,Feature Request,Low,53,Resolved,3
TICK0000670,CUST00264,2024-05-11,Billing,Medium,60,Resolved,4
TICK0000671,CUST00264,2024-11-16,Feature Request,Low,112,Resolved,3
TICK0000672,CUST00264,2025-09-19,How-To Question,Low,93,Open,5
TICK0000673,CUST00265,2026-09-13,Performance,Low,146,Resolved,1
TICK0000674,CUST00265,2026-03-09,Technical Issue,High,35,Resolved,4
TICK0000675,CUST00265,2026-04-15,Account Access,Low,218,Resolved,2
TICK0000676,CUST00265,2026-01-20,Account Access,Medium,40,Resolved,2
TICK0000677,CUST00265,2026-04-20,Account Access,Medium,68,Resolved,2
TICK0000678,CUST00265,2026-03-12,Account Access,Low,164,Resolved,1
TICK0000679,CUST00265,2026-01-22,Technical Issue,Low,49,Resolved,4
TICK0000680,CUST00266,2025-10-12,Technical Issue,Medium,14,Resolved,3
TICK0000681,CUST00266,2025-12-02,Billing,Medium,47,Resolved,3
TICK0000682,CUST00267,2024-03-28,Technical Issue,Low,69,Pending,5
TICK0000683,CUST00268 ,2025-02-19,Feature Request,Medium,58,Resolved,4
