feedback_id,customer_id,feedback_date,feedback_type,rating,sentiment,feedback_text
FDBK0000291,CUST00233,2025-02-12,General Feedback,2,Negative,We have experienced several issues with customer support.
FDBK0000292,CUST00233,2026-03-22,Cancellation Feedback,2,Negative,Some support requests took too long to resolve.
FDBK0000293,CUST00234,2026-08-06,Feature Request,1,Negative,Some support requests took too long to resolve.
FDBK0000294,CUST00236,2025-09-20,Feature Request,3,Neutral,We have experienced several issues with customer support.
FDBK0000295,CUST00236,2026-07-24,Survey,1,Negative,The product is useful but support needs improvement.
FDBK0000296,CUST00236,2026-03-12,Feature Request,3,Neutral,We have experienced several issues with customer support.
FDBK0000297,CUST00237,2025-12-05,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0000298,CUST00237,2023-10-10,Feature Request,1,Negative,We have experienced several issues with customer support.
FDBK0000299,CUST00237,2025-05-22,Product Review,1,Negative,Some support requests took too long to resolve.
FDBK0000300,CUST00238,2026-04-16,General Feedback,5,Positive,The platform has been useful for managing our business.
FDBK0000301,CUST00238,2026-08-05,Survey,5,Positive,We especially like the reporting features.
FDBK0000302,CUST00239,2026-08-17,Cancellation Feedback,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0000303,CUST00239,2026-07-02,Survey,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0000304,CUST00240,2024-11-10,Cancellation Feedback,3,Neutral,Some support requests took too long to resolve.
FDBK0000305,CUST00240,2025-01-13,Cancellation Feedback,1,Negative,We need faster responses when technical problems occur.
FDBK0000306,CUST00240,2024-12-18,Cancellation Feedback,3,Neutral,We have experienced several issues with customer support.
FDBK0000307,CUST00243,2025-03-21,Cancellation Feedback,2,Negative,The platform is useful but the price is becoming expensive.
FDBK0000308,CUST00243,2024-12-03,Survey,3,Neutral,The pricing is difficult for our business.
FDBK0000309,CUST00243,2025-07-16,Survey,3,Neutral,We would like more value for the current subscription price.
FDBK0000310,CUST00244,2025-09-24,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0000311,CUST00244,2026-09-18,Survey,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0000312,CUST00245,2026-03-11,General Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0000313,CUST00247,2026-05-14,Survey,4,Positive,The platform is useful but the price is becoming expensive.
FDBK0000314,CUST00247,2024-12-24,Survey,4,Positive,We would like more value for the current subscription price.
FDBK0000315,CUST00248,2026-06-24,Feature Request,3,Neutral,We like the product but the monthly cost is high.
FDBK0000316,CUST00249,2024-05-02,Survey,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0000317,CUST00251,2025-06-29,Survey,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0000318,CUST00252,2026-02-16,Survey,1,Negative,We are not using the platform as much as we expected.
FDBK0000319,CUST00253,2024-04-07,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0000320,CUST00253,2024-11-29,Survey,5,Positive,We are happy with the features available.
FDBK0000321,CUST00254,2026-09-19,Feature Request,4,Positive,We need faster responses when technical problems occur.
FDBK0000322,CUST00254,2025-01-31,Survey,3,Neutral,We have experienced several issues with customer support.
FDBK0000323,CUST00254,2026-02-25,Survey,3,Neutral,We need faster responses when technical problems occur.
FDBK0000324,CUST00257,2024-10-26,Product Review,3,Neutral,The system has helped our team manage invoices more efficiently.
FDBK0000325,CUST00258,2026-04-03,Product Review,4,Positive,We are happy with the features available.
FDBK0000326,CUST00259,2026-04-06,General Feedback,4,Positive,Our usage of the platform has decreased recently.
FDBK0000327,CUST00260,2026-01-17,Feature Request,3,Neutral,We are happy with the features available.
FDBK0000328,CUST00260,2025-02-07,Cancellation Feedback,3,Neutral,The platform is easy to use and useful for our daily operations.
FDBK0000329,CUST00260,2026-06-19,Product Review,4,Positive,The platform has been useful for managing our business.
FDBK0000330,CUST00262,2026-07-31,Product Review,5,Positive,The platform is useful but the price is becoming expensive.
FDBK0000331,CUST00263,2026-07-08,Cancellation Feedback,4,Positive,We are not using the platform as much as we expected.
FDBK0000332,CUST00263,2026-06-07,Cancellation Feedback,2,Negative,We are not using the platform as much as we expected.
FDBK0000333,CUST00267,2025-06-21,Survey,5,Positive,We are happy with the features available.
FDBK0000334,CUST00268,2026-06-11,Cancellation Feedback,5,Positive,The platform is easy to use and useful for our daily operations.
FDBK0000335,CUST00268,2025-10-05,Product Review,5,Positive,We especially like the reporting features.
FDBK0000336,CUST00270,2026-05-10,Survey,3,Neutral,We are happy with the features available.
FDBK0000337,CUST00271,2026-06-08,Feature Request,5,Positive,Some support requests took too long to resolve.
FDBK0000338,CUST00271,2026-06-21,General Feedback,1,Negative,Some support requests took too long to resolve.
FDBK0000339,CUST00273,2026-09-15,Feature Request,2,Negative,We have experienced several issues with customer support.
FDBK0000340,CUST00273,2026-08-30,Survey,3,Neutral,We need faster responses when technical problems occur.
FDBK0000341,CUST00273,2026-09-02,Product Review,1,Negative,Some support requests took too long to resolve.
FDBK0000342,CUST00274,2026-08-08,Survey,3,Neutral,The pricing is difficult for our business.
FDBK0000343,CUST00274,2026-07-08,General Feedback,4,Positive,The pricing is difficult for our business.
FDBK0000344,CUST00276,2025-03-15,General Feedback,3,Neutral,The system has helped our team manage invoices more efficiently.
FDBK0000345,CUST00277,2026-09-22,Product Review,2,Negative,Our usage of the platform has decreased recently.
FDBK0000346,CUST00277,2026-08-20,Cancellation Feedback,4,Positive,We are not using the platform as much as we expected.
FDBK0000347,CUST00277,2026-05-24,Feature Request,3,Neutral,Some of the features are not being used by our team.
FDBK0000348,CUST00278,2024-07-29,Survey,4,Positive,We like the product but the monthly cost is high.
FDBK0000349,CUST00281,2026-09-21,Survey,4,Positive,Some of the features are not being used by our team.
FDBK0000350,CUST00281,2026-07-23,Product Review,3,Neutral,Our usage of the platform has decreased recently.
FDBK0000351,CUST00282,2025-08-20,Survey,5,Positive,We are happy with the features available.
FDBK0000352,CUST00284,2025-07-02,Cancellation Feedback,2,Negative,Some of the features are not being used by our team.
FDBK0000353,CUST00284,2025-01-30,Product Review,3,Neutral,We are finding it difficult to get our team to use the platform regularly.
FDBK0000354,CUST00286,2023-11-25,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0000355,CUST00286,2025-04-16,General Feedback,5,Positive,We especially like the reporting features.
FDBK0000356,CUST00286,2025-06-29,Cancellation Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0000357,CUST00287,2025-12-01,General Feedback,5,Positive,We are happy with the features available.
FDBK0000358,CUST00289,2024-05-23,Feature Request,3,Neutral,We like the product but the monthly cost is high.
FDBK0000359,CUST00290,2025-12-20,General Feedback,3,Neutral,The system has helped our team manage invoices more efficiently.
FDBK0000360,CUST00291,2024-08-05,Cancellation Feedback,1,Negative,Our usage of the platform has decreased recently.
FDBK0000361,CUST00292,2024-05-24,Cancellation Feedback,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0000362,CUST00292,2024-04-24,Cancellation Feedback,4,Positive,We are happy with the features available.
FDBK0000363,CUST00293,2025-10-10,Survey,5,Positive,We like the product but the monthly cost is high.
FDBK0000364,CUST00294,2025-12-05,General Feedback,2,Negative,We need faster responses when technical problems occur.
FDBK0000365,CUST00294,2026-04-14,Product Review,2,Negative,Some support requests took too long to resolve.
FDBK0000366,CUST00296,2026-04-22,Product Review,4,Positive,We especially like the reporting features.
FDBK0000367,CUST00296,2025-05-25,Feature Request,4,Positive,The platform has been useful for managing our business.
FDBK0000368,CUST00296,2024-10-15,General Feedback,1,Negative,The platform is easy to use and useful for our daily operations.
FDBK0000369,CUST00297,2026-08-09,General Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0000370,CUST00297,2026-07-05,Product Review,4,Positive,Some support requests took too long to resolve.
FDBK0000371,CUST00298,2026-07-22,Cancellation Feedback,2,Negative,The pricing is difficult for our business.
FDBK0000372,CUST00298,2025-11-23,Cancellation Feedback,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0000373,CUST00299,2025-07-15,General Feedback,4,Positive,The platform has been useful for managing our business.
FDBK0000374,CUST00299,2026-06-28,General Feedback,4,Positive,The system has helped our team manage invoices more efficiently.
FDBK0000375,CUST00300,2025-12-06,Feature Request,4,Positive,Our usage of the platform has decreased recently.
FDBK0000376,CUST00300,2026-07-21,Cancellation Feedback,4,Positive,We are finding it difficult to get our team to use the platform regularly.
FDBK0000377,CUST00301,2023-12-18,Product Review,5,Positive,The pricing is difficult for our business.
FDBK0000378,CUST00302,2026-02-20,Product Review,3,Neutral,We have experienced several issues with customer support.
FDBK0000379,CUST00302,2026-09-01,General Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0000380,CUST00302,2024-01-26,Survey,2,Negative,Some support requests took too long to resolve.
FDBK0000381,CUST00302,2026-04-11,Cancellation Feedback,1,Negative,We have experienced several issues with customer support.
FDBK0000382,CUST00302,2025-12-30,Survey,1,Negative,Some support requests took too long to resolve.
FDBK0000383,CUST00302,2025-08-24,Product Review,2,Negative,Some support requests took too long to resolve.
FDBK0000384,CUST00303,2025-02-10,Product Review,1,Negative,The product is useful but support needs improvement.
FDBK0000385,CUST00304,2026-05-31,Feature Request,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0000386,CUST00305,2026-02-25,Product Review,1,Negative,We need faster responses when technical problems occur.
FDBK0000387,CUST00305,2026-07-04,General Feedback,1,Negative,The product is useful but support needs improvement.
FDBK0000388,CUST00305,2026-08-09,Product Review,1,Negative,The product is useful but support needs improvement.
FDBK0000389,CUST00306,2026-06-06,Feature Request,2,Negative,We would like more value for the current subscription price.
FDBK0000390,CUST00306,2025-10-09,Survey,3,Neutral,The platform is useful but the price is becoming expensive.
FDBK0000391,CUST00306,2025-06-07,Product Review,5,Positive,The platform is useful but the price is becoming expensive.
FDBK0000392,CUST00307,2025-07-21,Product Review,1,Negative,We have experienced several issues with customer support.
FDBK0000393,CUST00308,2026-07-03,Feature Request,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0000394,CUST00310,2026-05-01,Feature Request,2,Negative,The platform has been useful for managing our business.
FDBK0000395,CUST00310,2026-08-28,Product Review,5,Positive,The system has helped our team manage invoices more efficiently.
FDBK0000396,CUST00310,2026-08-29,Cancellation Feedback,4,Positive,The platform is easy to use and useful for our daily operations.
FDBK0000397,CUST00311,2024-05-05,Survey,4,Positive,We especially like the reporting features.
FDBK0000398,CUST00312,2024-11-26,Cancellation Feedback,3,Neutral,Some of the features are not being used by our team.
