activity_id,customer_id,month,login_count,session_minutes,invoices_created,reports_generated,active_users,features_used
ACT0000435,CUST00025,2025-05-01,28,72,34,12,5,6
ACT0000436,CUST00025,2025-06-01,7,313,45,12,1,4
ACT0000437,CUST00025,2025-07-01,24,282,46,0,4,3
ACT0000438,CUST00025,2025-08-01,19,597,45,7,5,2
ACT0000439,CUST00025,2025-09-01,24,381,52,10,5,7
ACT0000440,CUST00025,2025-10-01,29,476,39,9,4,6
ACT0000441,CUST00025,2025-11-01,6,782,40,3,2,1
ACT0000442,CUST00025,2025-12-01,14,478,60,9,4,3
ACT0000443,CUST00025,2026-01-01,17,387,29,6,3,4
ACT0000444,CUST00025,2026-02-01,17,520,35,3,4,4
ACT0000445,CUST00025,2026-03-01,11,411,48,4,1,4
ACT0000446,CUST00025,2026-04-01,26,771,48,11,4,3
ACT0000447,CUST00025,2026-05-01,26,487,44,5,4,4
ACT0000448,CUST00025,2026-06-01,24,487,35,9,3,2
ACT0000449,CUST00025,2026-07-01,9,527,33,2,4,4
ACT0000450,CUST00025,2026-08-01,19,537,57,11,4,4
ACT0000451,CUST00025,2026-09-01,23,546,35,8,1,5
ACT0000452,CUST00026,2025-06-01,22,426,33,4,1,5
ACT0000453,CUST00026,2025-07-01,15,233,21,5,5,5
ACT0000454,CUST00026,2025-08-01,14,411,51,10,1,6
ACT0000455,CUST00026,2025-09-01,19,619,33,11,1,4
ACT0000456,CUST00026,2025-10-01,28,141,35,6,5,6
ACT0000457,CUST00026,2025-11-01,25,536,36,6,4,7
ACT0000458,CUST00026,2025-12-01,15,439,36,11,4,6
ACT0000459,CUST00026,2026-01-01,27,588,23,12,6,5
ACT0000460,CUST00026,2026-02-01,11,265,41,5,1,2
ACT0000461,CUST00026,2026-03-01,18,529,55,9,3,5
ACT0000462,CUST00026,2026-04-01,23,610,37,11,5,5
ACT0000463,CUST00026,2026-05-01,21,637,28,3,1,3
ACT0000464,CUST00026,2026-06-01,25,436,41,6,3,3
ACT0000465,CUST00026,2026-07-01,21,473,44,8,3,2
ACT0000466,CUST00026,2026-08-01,29,487,39,12,5,5
ACT0000467,CUST00026,2026-09-01,21,498,42,9,7,8
ACT0000468,CUST00027,2024-06-01,21,177,23,13,5,5
ACT0000469,CUST00027,2024-07-01,18,321,55,5,5,3
ACT0000470,CUST00027,2024-08-01,18,648,32,6,4,2
ACT0000471,CUST00027,2024-09-01,10,607,29,10,6,6
ACT0000472,CUST00027,2024-10-01,10,395,42,9,8,3
ACT0000473,CUST00027,2024-11-01,28,555,15,6,4,2
ACT0000474,CUST00027,2024-12-01,7,235,40,6,2,4
ACT0000475,CUST00027,2025-01-01,11,431,13,11,7,1
ACT0000476,CUST00027,2025-02-01,18,439,34,11,3,4
ACT0000477,CUST00027,2025-03-01,40,483,61,9,2,3
ACT0000478,CUST00027,2025-04-01,20,331,26,6,4,7
ACT0000479,CUST00027,2025-05-01,18,569,16,11,1,6
ACT0000480,CUST00027,2025-06-01,21,481,34,4,1,6
ACT0000481,CUST00027,2025-07-01,22,453,45,8,2,8
ACT0000482,CUST00027,2025-08-01,27,519,31,10,2,3
ACT0000483,CUST00027,2025-09-01,34,504,28,8,5,5
ACT0000484,CUST00027,2025-10-01,28,312,52,7,4,6
ACT0000485,CUST00027,2025-11-01,27,552,12,7,2,6
ACT0000486,CUST00027,2025-12-01,28,454,29,12,2,3
ACT0000487,CUST00027,2026-01-01,17,416,27,10,1,3
ACT0000488,CUST00027,2026-02-01,21,531,63,12,1,2
ACT0000489,CUST00027,2026-03-01,23,399,23,8,4,3
ACT0000490,CUST00027,2026-04-01,18,385,34,9,1,4
ACT0000491,CUST00027,2026-05-01,19,498,43,14,5,5
ACT0000492,CUST00027,2026-06-01,20,353,32,5,4,2
ACT0000493,CUST00027,2026-07-01,26,482,49,5,2,4
ACT0000494,CUST00027,2026-08-01,19,620,50,13,3,1
ACT0000495,CUST00027,2026-09-01,19,534,49,8,3,7
ACT0000496,CUST00028,2025-06-01,13,458,22,8,7,4
ACT0000497,CUST00028,2025-07-01,19,245,31,11,3,4
ACT0000498,CUST00028,2025-08-01,26,452,51,4,5,7
ACT0000499,CUST00028,2025-09-01,26,219,27,7,6,3
ACT0000500,CUST00028,2025-10-01,13,259,26,4,7,4
ACT0000501,CUST00028,2025-11-01,25,502,36,6,5,5
ACT0000502,CUST00028,2025-12-01,21,410,30,9,4,5
ACT0000503,CUST00028,2026-01-01,16,791,31,7,3,7
ACT0000504,CUST00028,2026-02-01,19,442,38,5,4,8
ACT0000505,CUST00028,2026-03-01,22,539,28,13,7,6
ACT0000506,CUST00028,2026-04-01,25,464,42,5,1,2
ACT0000507,CUST00028,2026-05-01,24,293,32,7,5,4
ACT0000508,CUST00028,2026-06-01,29,640,24,11,3,4
ACT0000509,CUST00028,2026-07-01,20,499,33,5,2,5
ACT0000510,CUST00028,2026-08-01,21,579,39,8,5,7
ACT0000511,CUST00028,2026-09-01,32,701,51,14,4,5
ACT0000512,CUST00029,2025-07-01,33,91,32,11,5,8
ACT0000513,CUST00029,2025-08-01,20,435,31,8,7,7
ACT0000514,CUST00029,2025-09-01,19,537,27,6,6,7
ACT0000515,CUST00029,2025-10-01,15,536,32,10,3,2
ACT0000516,CUST00029,2025-11-01,27,454,33,9,4,5
ACT0000517,CUST00029,2025-12-01,10,583,12,10,6,2
ACT0000518,CUST00029,2026-01-01,22,658,30,10,1,6
ACT0000519,CUST00029,2026-02-01,21,461,49,13,4,7
ACT0000520,CUST00029,2026-03-01,10,599,35,5,1,5
ACT0000521,CUST00029,2026-04-01,27,701,53,5,6,7
ACT0000522,CUST00029,2026-05-01,19,504,25,12,1,5
ACT0000523,CUST00029,2026-06-01,17,333,13,7,1,5
ACT0000524,CUST00029,2026-07-01,33,529,64,5,1,3
ACT0000525,CUST00029,2026-08-01,21,908,16,9,2,4
ACT0000526,CUST00029,2026-09-01,13,631,38,11,4,2
ACT0000527,CUST00030,2024-10-01,26,198,12,5,2,7
ACT0000528,CUST00030,2024-11-01,18,687,28,8,4,6
ACT0000529,CUST00030,2024-12-01,17,443,31,3,3,4
ACT0000530,CUST00031,2025-04-01,23,513,51,8,2,5
ACT0000531,CUST00031,2025-05-01,24,234,26,5,4,5
ACT0000532,CUST00031,2025-06-01,20,128,15,7,2,5
ACT0000533,CUST00031,2025-07-01,17,729,7,8,5,6
ACT0000534,CUST00031,2025-08-01,24,639,28,4,1,4
ACT0000535,CUST00031,2025-09-01,15,674,32,4,1,7
ACT0000536,CUST00031,2025-10-01,20,382,38,13,3,6
ACT0000537,CUST00031,2025-11-01,28,216,28,11,2,5
ACT0000538,CUST00031,2025-12-01,16,433,30,9,4,5
ACT0000539,CUST00031,2026-01-01,38,760,11,6,8,4
ACT0000540,CUST00031,2026-02-01,35,436,35,10,3,5
ACT0000541,CUST00031,2026-03-01,32,613,39,13,5,3
ACT0000542,CUST00031,2026-04-01,34,596,35,1,1,7
ACT0000543,CUST00031,2026-05-01,33,512,14,4,1,2
ACT0000544,CUST00031,2026-06-01,36,808,23,7,1,4
ACT0000545,CUST00031,2026-07-01,33,661,50,7,6,5
ACT0000546,CUST00031,2026-08-01,25,482,43,8,2,3
ACT0000547,CUST00031,2026-09-01,16,360,36,6,2,3
ACT0000548,CUST00032,2023-10-01,21,706,34,7,2,4
ACT0000549,CUST00032,2023-11-01,25,645,43,13,3,5
ACT0000550,CUST00032,2023-12-01,23,493,35,5,6,5
ACT0000551,CUST00032,2024-01-01,18,401,45,8,4,3
ACT0000552,CUST00032,2024-02-01,22,457,33,10,3,6
ACT0000553,CUST00032,2024-03-01,10,489,34,10,2,7
ACT0000554,CUST00032,2024-04-01,19,357,21,11,6,6
ACT0000555,CUST00032,2024-05-01,20,497,0,6,2,3
ACT0000556,CUST00032,2024-06-01,10,605,47,5,1,3
ACT0000557,CUST00032,2024-07-01,17,550,40,0,6,7
ACT0000558,CUST00033,2024-07-01,19,485,26,6,1,3
ACT0000559,CUST00033,2024-08-01,32,541,52,5,1,3
ACT0000560,CUST00033,2024-09-01,17,505,33,5,4,5
ACT0000561,CUST00033,2024-10-01,24,720,30,11,4,2
ACT0000562,CUST00033,2024-11-01,31,840,43,8,3,4
ACT0000563,CUST00033,2024-12-01,28,497,57,8,3,4
ACT0000564,CUST00033,2025-01-01,15,577,20,5,6,3
ACT0000565,CUST00033,2025-02-01,26,190,55,4,2,6
ACT0000566,CUST00033,2025-03-01,22,634,20,7,2,3
ACT0000567,CUST00033,2025-04-01,25,641,32,12,2,7
ACT0000568,CUST00033,2025-05-01,25,316,63,6,6,5
ACT0000569,CUST00033,2025-06-01,24,635,49,6,5,5
ACT0000570,CUST00033,2025-07-01,23,469,41,13,3,6
ACT0000571,CUST00034,2025-11-01,15,367,74,9,5,5
ACT0000572,CUST00034,2025-12-01,17,586,33,7,2,7
ACT0000573,CUST00034,2026-01-01,23,242,42,1,3,2
ACT0000574,CUST00034,2026-02-01,24,363,34,7,3,4
ACT0000575,CUST00034,2026-03-01,22,235,24,6,1,4
ACT0000576,CUST00034,2026-04-01,18,286,40,5,3,5
ACT0000577,CUST00034,2026-05-01,19,395,37,2,5,5
ACT0000578,CUST00034,2026-06-01,9,725,44,6,6,4
ACT0000579,CUST00034,2026-07-01,19,362,22,4,6,3
ACT0000580,CUST00034,2026-08-01,14,297,27,7,1,3
ACT0000581,CUST00034,2026-09-01,13,553,39,7,2,2
ACT0000582,CUST00035,2025-12-01,12,691,33,13,1,5
ACT0000583,CUST00035,2026-01-01,31,447,32,8,2,4
ACT0000584,CUST00035,2026-02-01,17,405,49,9,4,6
ACT0000585,CUST00035,2026-03-01,18,383,27,8,1,4
ACT0000586,CUST00035,2026-04-01,16,818,1,7,7,5
ACT0000587,CUST00035,2026-05-01,25,514,27,1,4,3
ACT0000588,CUST00035,2026-06-01,15,425,58,15,4,4
ACT0000589,CUST00035,2026-07-01,12,570,59,7,1,6
ACT0000590,CUST00035,2026-08-01,27,262,39,9,3,3
ACT0000591,CUST00035,2026-09-01,28,439,18,1,6,5
ACT0000592,CUST00036,2025-11-01,18,433,28,4,3,1
ACT0000593,CUST00036,2025-12-01,18,422,51,11,7,5
ACT0000594,CUST00036,2026-01-01,20,787,16,4,5,5
ACT0000595,CUST00036,2026-02-01,17,678,33,6,6,3
ACT0000596,CUST00036,2026-03-01,20,241,30,4,6,4
ACT0000597,CUST00036,2026-04-01,19,411,17,6,3,1
ACT0000598,CUST00036,2026-05-01,13,285,49,10,3,7
ACT0000599,CUST00036,2026-06-01,27,658,39,7,4,6
ACT0000600,CUST00036,2026-07-01,12,591,25,7,6,4
ACT0000601,CUST00036,2026-08-01,24,245,21,6,2,5
ACT0000602,CUST00036,2026-09-01,12,404,30,7,4,1
ACT0000603,CUST00037,2024-05-01,18,356,48,10,8,6
ACT0000604,CUST00037,2024-06-01,16,364,29,6,4,2
ACT0000605,CUST00037,2024-07-01,23,513,41,4,4,6
ACT0000606,CUST00037,2024-08-01,14,366,44,5,3,7
ACT0000607,CUST00037,2024-09-01,14,731,31,4,5,5
ACT0000608,CUST00037,2024-10-01,21,384,37,1,4,6
ACT0000609,CUST00037,2024-11-01,9,438,25,3,1,3
ACT0000610,CUST00037,2024-12-01,19,672,17,8,4,7
ACT0000611,CUST00037,2025-01-01,24,594,46,5,2,6
ACT0000612,CUST00037,2025-02-01,7,397,20,8,3,5
ACT0000613,CUST00037,2025-03-01,20,268,18,7,2,4
ACT0000614,CUST00037,2025-04-01,27,613,62,7,2,5
ACT0000615,CUST00037,2025-05-01,17,420,35,12,5,6
ACT0000616,CUST00037,2025-06-01,32,635,23,10,6,5
ACT0000617,CUST00037,2025-07-01,20,581,38,5,2,6
ACT0000618,CUST00037,2025-08-01,16,378,50,8,5,3
ACT0000619,CUST00037,2025-09-01,26,400,25,6,6,4
ACT0000620,CUST00037,2025-10-01,37,190,18,11,7,3
ACT0000621,CUST00037,2025-11-01,23,606,36,8,4,2
ACT0000622,CUST00037,2025-12-01,19,501,41,2,5,5
ACT0000623,CUST00037,2026-01-01,14,769,34,7,5,7
ACT0000624,CUST00037,2026-02-01,27,623,25,8,2,6
ACT0000625,CUST00037,2026-03-01,27,744,10,6,6,2
ACT0000626,CUST00037,2026-04-01,27,670,39,3,3,7
ACT0000627,CUST00037,2026-05-01,33,531,26,13,5,3
ACT0000628,CUST00037,2026-06-01,25,544,31,9,6,4
ACT0000629,CUST00037,2026-07-01,31,236,70,8,6,5
ACT0000630,CUST00037,2026-08-01,17,494,13,10,4,4
ACT0000631,CUST00037,2026-09-01,27,505,48,10,2,3
ACT0000632,CUST00038,2024-05-01,9,518,40,4,6,3
ACT0000633,CUST00038,2024-06-01,7,724,11,10,5,5
ACT0000634,CUST00038,2024-07-01,16,575,47,5,5,6
ACT0000635,CUST00038,2024-08-01,21,419,47,9,1,4
ACT0000636,CUST00038,2024-09-01,24,517,49,6,2,8
ACT0000637,CUST00038,2024-10-01,9,425,39,10,5,8
ACT0000638,CUST00038,2024-11-01,20,369,33,7,3,3
ACT0000639,CUST00038,2024-12-01,25,555,20,10,2,3
ACT0000640,CUST00038,2025-01-01,21,236,45,0,1,7
ACT0000641,CUST00038,2025-02-01,16,423,54,5,5,6
ACT0000642,CUST00038,2025-03-01,24,283,29,16,3,9
ACT0000643,CUST00038,2025-04-01,33,577,42,6,3,3
ACT0000644,CUST00038,2025-05-01,21,295,20,11,1,6
ACT0000645,CUST00038,2025-06-01,9,594,36,11,3,1
ACT0000646,CUST00038,2025-07-01,20,523,37,9,2,3
ACT0000647,CUST00038,2025-08-01,16,422,32,15,6,6
ACT0000648,CUST00038,2025-09-01,25,544,43,8,4,1
ACT0000649,CUST00038,2025-10-01,19,463,29,6,4,6
ACT0000650,CUST00038,2025-11-01,24,611,50,7,5,2
ACT0000651,CUST00038,2025-12-01,19,424,60,9,1,5
ACT0000652,CUST00038,2026-01-01,28,486,49,0,1,3
ACT0000653,CUST00038,2026-02-01,23,729,24,5,4,4
ACT0000654,CUST00038,2026-03-01,18,436,57,11,4,7
ACT0000655,CUST00038,2026-04-01,26,673,27,6,2,4
ACT0000656,CUST00038,2026-05-01,23,548,66,10,2,4
ACT0000657,CUST00038,2026-06-01,33,617,59,6,2,3
ACT0000658,CUST00038,2026-07-01,19,340,43,8,6,2
ACT0000659,CUST00039,2025-05-01,14,620,37,8,6,3
ACT0000660,CUST00039,2025-06-01,15,373,10,8,2,3
ACT0000661,CUST00039,2025-07-01,14,497,25,8,4,4
ACT0000662,CUST00039,2025-08-01,17,527,35,11,4,6
ACT0000663,CUST00039,2025-09-01,23,302,29,7,5,7
ACT0000664,CUST00039,2025-10-01,17,508,46,7,7,2
ACT0000665,CUST00039,2025-11-01,25,600,50,8,5,4
ACT0000666,CUST00039,2025-12-01,16,357,18,6,4,4
ACT0000667,CUST00039,2026-01-01,22,685,30,15,5,4
ACT0000668,CUST00039,2026-02-01,19,348,37,1,6,1
ACT0000669,CUST00039,2026-03-01,22,328,28,6,7,3
ACT0000670,CUST00039,2026-04-01,27,674,6,6,6,3
ACT0000671,CUST00039,2026-05-01,30,497,38,8,4,3
ACT0000672,CUST00039,2026-06-01,20,555,41,9,2,5
ACT0000673,CUST00039,2026-07-01,22,262,31,5,2,4
ACT0000674,CUST00039,2026-08-01,26,405,42,8,2,4
ACT0000675,CUST00039,2026-09-01,28,522,47,11,4,2
ACT0000676,CUST00040,2025-07-01,21,407,56,9,2,5
ACT0000677,CUST00040,2025-08-01,18,222,41,5,6,4
ACT0000678,CUST00040,2025-09-01,23,472,38,5,4,2
ACT0000679,CUST00040,2025-10-01,14,210,15,3,5,4
ACT0000680,CUST00040,2025-11-01,13,321,31,5,4,4
ACT0000681,CUST00040,2025-12-01,15,409,20,3,1,3
ACT0000682,CUST00040,2026-01-01,3,188,20,3,8,4
ACT0000683,CUST00040,2026-02-01,7,289,4,1,5,4
ACT0000684,CUST00040,2026-03-01,6,129,13,1,4,3
ACT0000685,CUST00040,2026-04-01,5,224,8,1,3,5
ACT0000686,CUST00040,2026-05-01,4,107,7,1,4,4
ACT0000687,CUST00040,2026-06-01,1,134,6,0,4,2
ACT0000688,CUST00040,2026-07-01,2,41,5,0,4,6
ACT0000689,CUST00040,2026-08-01,2,78,3,1,2,6
ACT0000690,CUST00040,2026-09-01,1,52,3,1,5,5
ACT0000691,CUST00041,2026-07-01,16,80,35,10,9,4
ACT0000692,CUST00041,2026-08-01,16,548,31,11,2,4
ACT0000693,CUST00041,2026-09-01,25,546,48,6,6,2
ACT0000694,CUST00042,2025-03-01,10,691,35,10,4,4
ACT0000695,CUST00042,2025-04-01,11,480,51,8,5,5
ACT0000696,CUST00042,2025-05-01,12,590,31,7,8,5
ACT0000697,CUST00042,2025-06-01,14,463,35,13,4,8
ACT0000698,CUST00042,2025-07-01,10,435,25,6,3,3
ACT0000699,CUST00042,2025-08-01,25,606,39,6,2,6
ACT0000700,CUST00042,2025-09-01,17,391,41,10,3,3
ACT0000701,CUST00042,2025-10-01,9,424,61,4,6,3
ACT0000702,CUST00042,2025-11-01,12,484,31,8,4,3
ACT0000703,CUST00042,2025-12-01,18,357,18,5,1,5
ACT0000704,CUST00042,2026-01-01,18,239,42,9,2,7
ACT0000705,CUST00042,2026-02-01,12,536,15,7,3,4
ACT0000706,CUST00042,2026-03-01,15,645,40,8,1,2
ACT0000707,CUST00042,2026-04-01,16,254,66,10,4,5
ACT0000708,CUST00042,2026-05-01,13,237,13,6,3,4
ACT0000709,CUST00042,2026-06-01,7,232,47,10,4,5
ACT0000710,CUST00042,2026-07-01,7,228,38,4,4,3
ACT0000711,CUST00042,2026-08-01,6,366,47,6,1,1
ACT0000712,CUST00042,2026-09-01,18,309,27,6,1,5
ACT0000713,CUST00043,2023-11-01,32,382,63,7,7,5
ACT0000714,CUST00043,2023-12-01,19,713,40,8,1,2
ACT0000715,CUST00043,2024-01-01,18,604,30,5,1,3
ACT0000716,CUST00044,2025-07-01,20,371,23,7,6,6
ACT0000717,CUST00044,2025-08-01,21,528,41,7,3,6
ACT0000718,CUST00044,2025-09-01,18,321,53,2,7,5
ACT0000719,CUST00044,2025-10-01,14,503,29,10,5,5
ACT0000720,CUST00044,2025-11-01,24,482,58,11,3,6
ACT0000721,CUST00044,2025-12-01,25,461,31,11,3,5
ACT0000722,CUST00044,2026-01-01,29,880,29,7,4,5
ACT0000723,CUST00044,2026-02-01,23,426,20,13,5,4
ACT0000724,CUST00044,2026-03-01,23,774,27,8,1,4
ACT0000725,CUST00044,2026-04-01,25,332,34,10,5,3
ACT0000726,CUST00044,2026-05-01,24,583,39,11,2,5
ACT0000727,CUST00044,2026-06-01,14,259,48,8,3,3
ACT0000728,CUST00044,2026-07-01,26,273,51,9,1,5
ACT0000729,CUST00044,2026-08-01,39,678,28,10,1,2
ACT0000730,CUST00044,2026-09-01,21,582,50,10,4,2
ACT0000731,CUST00045,2024-02-01,19,645,40,8,4,5
ACT0000732,CUST00045,2024-03-01,8,673,33,10,1,7
ACT0000733,CUST00045,2024-04-01,13,881,61,4,5,3
ACT0000734,CUST00045,2024-05-01,16,407,41,8,1,5
ACT0000735,CUST00045,2024-06-01,18,226,30,12,3,2
ACT0000736,CUST00045,2024-07-01,25,360,38,7,7,4
ACT0000737,CUST00045,2024-08-01,13,429,21,7,7,6
ACT0000738,CUST00045,2024-09-01,34,571,38,5,4,4
ACT0000739,CUST00045,2024-10-01,25,331,37,3,4,6
ACT0000740,CUST00045,2024-11-01,10,299,20,7,1,7
ACT0000741,CUST00045,2024-12-01,24,589,16,11,5,3
ACT0000742,CUST00045,2025-01-01,11,488,32,6,2,6
ACT0000743,CUST00045,2025-02-01,4,714,51,8,3,6
ACT0000744,CUST00045,2025-03-01,21,458,54,14,2,5
ACT0000745,CUST00045,2025-04-01,14,575,28,11,3,5
ACT0000746,CUST00045,2025-05-01,33,390,49,6,6,7
ACT0000747,CUST00045,2025-06-01,20,170,29,15,2,7
ACT0000748,CUST00045,2025-07-01,18,405,50,9,5,5
ACT0000749,CUST00045,2025-08-01,29,644,55,6,6,4
ACT0000750,CUST00045,2025-09-01,21,473,26,2,6,3
ACT0000751,CUST00045,2025-10-01,20,390,35,6,6,4
ACT0000752,CUST00045,2025-11-01,34,670,33,8,5,6
ACT0000753,CUST00045,2025-12-01,28,527,26,9,3,1
ACT0000754,CUST00045,2026-01-01,25,389,33,8,1,5
ACT0000755,CUST00045,2026-02-01,20,368,40,2,4,5
ACT0000756,CUST00045,2026-03-01,24,618,55,7,6,4
ACT0000757,CUST00045,2026-04-01,17,441,43,11,4,3
ACT0000758,CUST00045,2026-05-01,32,284,29,10,7,5
ACT0000759,CUST00045,2026-06-01,24,456,47,8,2,4
ACT0000760,CUST00045,2026-07-01,16,502,41,12,2,4
ACT0000761,CUST00045,2026-08-01,31,770,46,7,3,2
ACT0000762,CUST00045,2026-09-01,16,515,36,9,3,3
ACT0000763,CUST00046,2024-06-01,22,875,31,8,5,4
ACT0000764,CUST00046,2024-07-01,27,263,30,7,4,2
ACT0000765,CUST00046,2024-08-01,28,562,48,12,2,1
ACT0000766,CUST00046,2024-09-01,26,457,21,9,8,4
ACT0000767,CUST00046,2024-10-01,26,351,14,10,5,4
ACT0000768,CUST00046,2024-11-01,31,235,21,6,3,7
ACT0000769,CUST00046,2024-12-01,21,471,20,11,1,3
ACT0000770,CUST00046,2025-01-01,18,524,27,10,3,6
ACT0000771,CUST00046,2025-02-01,24,768,31,10,1,9
ACT0000772,CUST00046,2025-03-01,26,455,33,7,7,6
ACT0000773,CUST00046,2025-04-01,18,314,53,10,5,4
ACT0000774,CUST00046,2025-05-01,19,752,62,9,5,5
ACT0000775,CUST00046,2025-06-01,12,353,53,11,6,5
ACT0000776,CUST00046,2025-07-01,29,491,47,7,1,6
ACT0000777,CUST00046,2025-08-01,30,871,43,4,3,4
ACT0000778,CUST00046,2025-09-01,23,570,44,10,4,1
ACT0000779,CUST00046,2025-10-01,24,513,47,6,4,5
ACT0000780,CUST00046,2025-11-01,21,601,40,8,1,3
ACT0000781,CUST00046,2025-12-01,14,532,57,7,5,5
ACT0000782,CUST00046,2026-01-01,23,586,42,7,4,7
ACT0000783,CUST00046,2026-02-01,25,532,27,12,1,2
ACT0000784,CUST00046,2026-03-01,25,367,55,2,5,6
ACT0000785,CUST00046,2026-04-01,23,185,16,8,3,6
ACT0000786,CUST00046,2026-05-01,21,476,5,10,2,4
ACT0000787,CUST00046,2026-06-01,14,268,59,10,5,4
ACT0000788,CUST00046,2026-07-01,10,815,46,8,3,1
ACT0000789,CUST00046,2026-08-01,29,341,47,10,4,5
ACT0000790,CUST00046,2026-09-01,32,381,41,7,1,5
ACT0000791,CUST00047,2025-09-01,27,706,57,2,7,5
ACT0000792,CUST00047,2025-10-01,28,426,28,4,5,5
ACT0000793,CUST00047,2025-11-01,12,164,39,9,2,3
ACT0000794,CUST00047,2025-12-01,20,707,29,5,4,5
ACT0000795,CUST00047,2026-01-01,14,706,45,6,1,6
ACT0000796,CUST00047,2026-02-01,22,385,39,7,5,3
ACT0000797,CUST00047,2026-03-01,9,509,46,6,2,6
ACT0000798,CUST00047,2026-04-01,11,401,34,3,4,5
ACT0000799,CUST00047,2026-05-01,16,397,60,11,4,5
ACT0000800,CUST00047,2026-06-01,21,459,20,10,6,7
ACT0000801,CUST00047,2026-07-01,11,299,23,8,5,4
ACT0000802,CUST00047,2026-08-01,12,127,53,3,4,5
ACT0000803,CUST00047,2026-09-01,12,326,22,7,5,6
ACT0000804,CUST00048,2024-12-01,17,265,25,13,2,4
ACT0000805,CUST00048,2025-01-01,27,407,33,10,7,4
ACT0000806,CUST00048,2025-02-01,26,429,24,8,1,5
ACT0000807,CUST00048,2025-03-01,34,605,33,11,2,3
ACT0000808,CUST00048,2025-04-01,16,451,19,7,3,7
ACT0000809,CUST00048,2025-05-01,10,248,37,11,5,5
ACT0000810,CUST00048,2025-06-01,14,492,44,7,2,3
ACT0000811,CUST00048,2025-07-01,19,211,55,6,4,6
ACT0000812,CUST00048,2025-08-01,11,327,36,5,1,3
ACT0000813,CUST00048,2025-09-01,19,408,25,10,2,2
ACT0000814,CUST00048,2025-10-01,16,522,41,2,3,4
ACT0000815,CUST00048,2025-11-01,14,249,30,3,4,2
ACT0000816,CUST00048,2025-12-01,14,247,0,10,4,7
ACT0000817,CUST00048,2026-01-01,4,244,36,9,1,5
ACT0000818,CUST00048,2026-02-01,9,132,25,9,1,5
ACT0000819,CUST00048,2026-03-01,12,276,15,3,3,3
ACT0000820,CUST00048,2026-04-01,10,381,31,7,3,6
ACT0000821,CUST00048,2026-05-01,16,337,36,8,6,5
ACT0000822,CUST00048,2026-06-01,17,262,18,5,2,7
ACT0000823,CUST00048,2026-07-01,14,242,44,7,7,4
ACT0000824,CUST00048,2026-08-01,6,282,31,3,5,7
ACT0000825,CUST00048,2026-09-01,7,387,27,7,3,4
ACT0000826,CUST00049,2026-04-01,22,346,50,9,5,3
ACT0000827,CUST00049,2026-05-01,23,208,33,4,3,6
ACT0000828,CUST00049,2026-06-01,11,556,37,16,2,4
ACT0000829,CUST00049,2026-07-01,9,389,32,9,4,7
ACT0000830,CUST00049,2026-08-01,26,517,25,7,1,4
ACT0000831,CUST00049,2026-09-01,20,559,35,12,5,4
ACT0000832,CUST00050,2025-09-01,15,645,16,8,2,1
ACT0000833,CUST00050,2025-10-01,18,492,32,8,3,5
ACT0000834,CUST00050,2025-11-01,21,494,32,5,5,4
ACT0000835,CUST00050,2025-12-01,17,576,38,5,6,3
ACT0000836,CUST00050,2026-01-01,13,600,58,6,4,3
ACT0000837,CUST00050,2026-02-01,14,669,40,11,6,1
ACT0000838,CUST00050,2026-03-01,12,541,14,4,6,4
ACT0000839,CUST00050,2026-04-01,25,495,27,3,4,7
ACT0000840,CUST00050,2026-05-01,17,510,17,5,4,6
ACT0000841,CUST00050,2026-06-01,25,195,31,5,3,4
ACT0000842,CUST00050,2026-07-01,28,544,57,5,1,7
ACT0000843,CUST00050,2026-08-01,24,388,44,10,4,3
ACT0000844,CUST00050,2026-09-01,19,543,41,11,3,3
ACT0000845,CUST00051,2024-12-01,35,526,45,9,4,4
ACT0000846,CUST00051,2025-01-01,3,340,38,0,4,5
ACT0000847,CUST00051,2025-02-01,24,589,46,12,6,5
ACT0000848,CUST00051,2025-03-01,19,517,31,11,5,4
ACT0000849,CUST00051,2025-04-01,28,456,23,7,2,6
ACT0000850,CUST00051,2025-05-01,14,482,48,5,4,3
ACT0000851,CUST00051,2025-06-01,22,585,36,8,4,4
ACT0000852,CUST00051,2025-07-01,26,705,24,13,3,7
ACT0000853,CUST00051,2025-08-01,19,606,46,6,4,7
ACT0000854,CUST00051,2025-09-01,19,437,22,12,3,6
ACT0000855,CUST00051,2025-10-01,17,675,48,7,2,4
ACT0000856,CUST00051,2025-11-01,17,659,39,4,3,4
ACT0000857,CUST00051,2025-12-01,7,470,48,7,4,5
ACT0000858,CUST00051,2026-01-01,19,609,58,3,3,8
ACT0000859,CUST00051,2026-02-01,23,494,35,11,2,6
ACT0000860,CUST00051,2026-03-01,20,387,36,7,3,6
ACT0000861,CUST00051,2026-04-01,17,521,47,8,5,4
ACT0000862,CUST00051,2026-05-01,26,597,52,2,5,6
ACT0000863,CUST00051,2026-06-01,19,417,29,4,5,8
ACT0000864,CUST00051,2026-07-01,18,430,40,3,2,4
ACT0000865,CUST00051,2026-08-01,16,679,21,10,6,5
ACT0000866,CUST00051,2026-09-01,21,536,33,1,2,4
ACT0000867,CUST00052,2025-10-01,14,438,40,8,6,5
ACT0000868,CUST00052,2025-11-01,22,393,19,6,2,4
ACT0000869,CUST00052,2025-12-01,13,626,26,6,3,6
ACT0000870,CUST00052,2026-01-01,30,774,19,6,2,5
